Age,Gender,Income,VisitFrequency,AverageSpend,PreferredCuisine,TimeOfVisit,GroupSize,DiningOccasion,MealType,OnlineReservation,DeliveryOrder,LoyaltyProgramMember,WaitTime,ServiceRating,FoodRating,AmbianceRating,HighSatisfaction
32,0,111779,1,57.25128870528998,1,2,1,0,0,0,0,0,12.699771420458363,4,3,4,1
60,1,106565,3,197.57813740950488,4,1,3,1,0,0,0,1,30.62340741217388,5,5,4,1
38,1,138115,1,25.07198432834058,1,0,9,2,0,0,0,1,36.68946241154355,2,2,2,0
45,1,97250,3,103.34738992325772,0,0,7,1,0,1,1,1,10.882510633252776,1,5,5,1
53,1,118602,0,102.82772239309166,1,1,4,2,0,0,0,0,21.005649829598102,1,5,5,1
55,0,122185,3,136.09440257285723,3,0,9,1,0,0,0,0,39.97009356927334,3,5,5,0
52,0,63957,0,112.84220712588233,2,1,6,2,1,1,1,0,20.325972315339666,1,1,3,0
46,0,127785,1,197.21686201105783,2,0,6,1,1,0,0,1,12.825703842954306,3,1,2,0
56,1,142339,3,69.75838254599063,2,1,9,0,1,0,0,0,32.676164977787586,5,3,2,0
60,1,81757,3,153.9636998994551,1,1,3,2,0,0,0,1,11.645289297717218,1,4,2,1
56,1,64383,1,64.55648846732787,1,0,6,2,1,1,0,0,59.120390327182136,1,1,5,0
59,0,123325,3,63.93923953545973,1,1,4,1,1,1,0,1,2.6735927480409294,3,5,5,1
56,0,60299,3,77.52249628119871,4,2,1,2,0,0,1,1,19.83409397410555,2,1,5,1
36,1,139374,3,47.189129602666746,3,1,7,0,1,0,1,0,54.15838010267839,3,1,4,1
46,1,98910,1,168.7289377421239,0,0,7,1,0,1,1,0,4.284510288500556,4,1,1,1
30,1,93430,3,88.80283941411918,4,1,7,1,1,0,0,1,23.01095568669073,2,3,3,0
53,1,118602,0,102.82772239309166,1,1,4,2,0,0,0,0,21.005649829598102,1,5,5,1
54,1,121186,3,136.1096947240712,1,0,1,1,1,0,1,0,42.81756203714195,5,3,1,0
43,1,139813,3,132.17602953048572,3,1,3,2,0,1,1,0,3.690073451489717,2,2,2,1
32,0,78876,3,169.6905015151832,2,0,4,1,0,0,1,1,16.6324537070211,4,5,5,1
29,1,65074,2,59.84302632978498,2,0,8,1,1,0,0,0,20.322295760584936,5,1,5,0
57,1,78589,1,134.48572670074668,3,2,4,0,0,0,1,0,3.2903945278918467,5,5,5,1
43,1,78833,3,169.08434241107102,4,1,5,0,1,0,0,1,19.912926858232016,4,5,3,0
68,1,126601,3,72.20481494271507,0,0,4,2,0,0,0,1,25.75292169280201,2,4,4,1
53,1,48397,3,121.94165323350794,2,1,8,2,1,0,0,1,5.115625193878244,4,2,2,0
56,1,123048,2,119.03046330398035,4,1,5,2,1,0,0,0,25.63840847158437,1,1,1,0
64,0,28666,1,76.38581439029423,4,0,1,2,0,0,1,0,44.73677334079932,2,2,1,0
58,0,143279,3,166.9688745964335,3,1,8,2,1,0,1,1,3.956950223363871,4,5,2,1
42,1,101944,2,37.382881137926574,4,2,7,1,1,0,0,1,47.80275746593817,3,3,1,0
29,1,115079,3,148.63018818327575,0,0,8,1,1,1,0,0,44.38504172359715,4,4,2,1
38,1,108110,0,148.6314371711035,4,2,4,0,0,1,0,1,17.34865618342172,2,5,3,1
63,1,114530,3,29.11009392945511,2,0,5,2,1,0,1,1,29.851526422155345,5,4,4,1
59,1,104397,2,75.57806677530372,3,2,5,0,0,1,0,1,2.923408455798242,2,2,4,1
50,0,98241,3,109.80997679318747,0,2,7,2,0,0,1,1,46.91778463630005,2,4,4,1
58,0,80882,3,36.11396242266121,3,0,8,0,1,0,1,1,19.393733489378004,4,2,3,0
18,1,40912,1,118.15829564805296,4,2,1,2,1,0,0,0,26.283935558572807,1,4,3,0
66,0,75130,2,128.32894508090777,2,1,2,1,0,0,1,0,28.712434106432955,2,2,1,1
37,0,134284,2,61.05553544335234,0,0,5,1,0,0,0,1,10.885754686122148,1,4,2,1
36,1,89941,0,85.44055181988527,1,2,5,0,0,0,1,0,28.532248646260296,4,2,4,0
65,1,141511,3,28.528918164431182,2,2,2,0,0,0,0,1,0.9818711933464686,2,1,4,0
32,0,102532,3,143.88275467024627,3,1,3,1,0,0,1,1,48.36955559792772,2,4,5,1
46,1,98910,1,168.7289377421239,0,0,7,1,0,1,1,0,4.284510288500556,4,1,1,1
49,1,69311,0,78.8226831281176,1,1,8,2,1,1,1,1,27.89391375517908,2,2,5,1
22,1,123970,1,119.97633956856282,4,2,3,2,1,1,0,0,8.040690053338936,3,1,3,1
54,0,21979,1,93.68449205259266,3,2,8,0,0,0,0,0,6.627008112003924,2,1,5,0
57,1,56803,3,88.0392886424122,2,1,5,1,0,0,0,0,15.259193610653067,3,3,4,0
47,1,124637,1,81.64624849342039,3,0,2,0,1,0,1,0,41.50380254524809,5,3,5,0
60,1,43334,1,79.90099557776625,0,1,4,0,1,0,1,1,55.98190250047499,1,3,3,1
21,0,133011,3,141.324316423645,4,2,5,0,0,0,0,0,4.935800613403876,1,1,3,0
32,1,70688,1,150.5816281517009,4,2,9,2,0,1,1,1,1.3740790404141157,4,4,5,1
51,0,103678,0,111.30103932810398,1,2,8,2,0,0,1,0,13.028538970949516,4,1,4,1
23,1,84982,3,94.53822338134528,3,1,3,1,1,1,1,1,1.8882545471534475,3,4,3,1
18,0,132427,1,69.4717980138488,3,0,7,2,1,0,0,0,15.313884431881403,3,2,5,0
18,1,21073,1,83.19003169592992,2,2,2,1,0,1,1,1,24.234872374241988,5,1,5,1
63,0,72596,3,87.89740433190363,2,0,2,2,1,1,0,0,5.62711405499337,3,2,2,0
22,0,129622,3,49.35864213972109,3,2,1,2,1,0,1,1,53.03655060641394,2,3,5,0
53,0,106476,3,189.7619745829672,2,2,3,2,0,0,1,0,8.397030570724553,5,3,1,1
31,0,71921,2,87.81443523716717,4,0,6,2,1,1,0,0,48.31864019372804,5,2,4,1
19,0,113705,3,53.322524736761096,2,0,6,0,0,1,0,0,21.15747449312664,5,3,1,0
66,1,120990,3,72.8645880332304,0,2,1,2,0,1,1,1,50.19907631453999,3,5,1,1
44,0,38973,2,134.6425405820031,3,1,4,0,0,0,0,0,45.404303352294654,5,1,4,0
60,1,130223,1,113.44374054519884,3,2,2,1,0,1,1,1,25.11596714107793,5,4,1,1
50,1,22310,3,57.07604546351605,1,2,4,0,0,0,0,0,36.6745841285344,4,3,1,0
41,0,70691,1,44.77217664349665,0,1,4,1,1,0,0,1,33.330799782514674,5,1,2,0
67,0,94300,3,76.16677965137659,4,2,8,2,1,1,1,0,15.781573157463413,5,5,4,1
35,1,136005,3,96.8546919842176,2,0,5,2,1,0,0,1,2.310168906525132,3,4,3,1
61,1,115593,3,149.27156967594365,1,1,4,2,1,1,1,1,29.077455237194847,1,3,4,1
61,1,59208,3,112.1108033539408,4,1,4,2,0,0,0,0,15.577277633501811,5,5,1,1
46,1,24570,1,143.43494232943772,1,2,1,2,0,0,1,1,23.25326818009944,4,3,5,1
32,1,111015,3,142.39635621914798,3,0,9,1,0,0,0,0,15.0123019437855,5,2,2,0
58,0,143279,3,166.9688745964335,3,1,8,2,1,0,1,1,3.956950223363871,4,5,2,1
44,0,62198,1,133.54676723045583,1,1,8,0,1,1,1,1,36.03540213941999,1,4,3,1
52,1,141295,1,160.99813267816697,2,1,3,0,1,0,0,0,38.11511955301146,1,5,5,0
36,0,111460,3,101.92778961480172,1,1,2,2,1,0,1,0,31.68283320740743,4,5,4,1
26,1,143389,1,24.73948788432129,2,0,3,1,0,0,1,0,52.94951358895401,1,1,3,0
57,1,89008,0,90.061872194569,4,1,6,2,1,0,0,0,42.59689757043419,4,2,3,0
46,1,112626,3,163.887318992035,4,0,2,2,1,0,1,1,9.412060949855972,3,2,5,1
22,0,77107,3,61.99749482141449,2,2,1,1,0,1,1,1,37.41645041569112,5,1,5,1
56,0,26033,1,92.0893518095621,4,0,9,2,0,0,0,1,38.4293267237995,3,1,2,0
55,0,116157,3,180.83422899334732,0,1,9,1,1,1,0,0,8.019735830998915,5,5,2,0
60,1,51305,3,65.64814341173147,2,0,3,2,0,0,0,1,39.97128011403887,1,4,5,1
61,0,69799,3,67.87915120801345,0,1,5,2,0,0,1,1,24.70883880430413,3,4,2,1
21,1,111884,2,152.58192308353804,3,1,9,0,0,0,1,0,22.77660595408604,3,4,2,0
28,0,39440,0,46.015127892293954,4,0,1,1,0,1,1,1,2.987387249222353,3,5,4,1
38,0,103102,3,121.36654042836255,1,2,6,2,0,0,0,1,10.95986923034247,2,4,1,1
30,1,25599,3,173.4417600904705,2,2,9,2,0,1,0,0,43.61747306069342,3,1,2,0
32,1,52396,0,12.408315081774145,2,2,1,2,1,0,0,0,31.58312103789392,3,1,3,0
35,0,95984,1,26.1585033048524,2,0,2,2,0,0,1,1,27.500170859859104,1,4,4,1
48,0,122266,3,122.52302096969194,3,0,4,2,0,1,0,1,31.844808787080904,1,5,1,1
35,1,136005,3,96.8546919842176,2,0,5,2,1,0,0,1,2.310168906525132,3,4,3,1
46,1,98910,1,168.7289377421239,0,0,7,1,0,1,1,0,4.284510288500556,4,1,1,1
57,1,75696,3,14.4656275288932,0,2,9,2,0,1,0,1,15.381392723620197,3,3,5,0
68,0,35185,3,86.66911904488802,4,0,4,1,1,1,1,1,10.0793725887765,3,5,5,1
44,0,35147,2,15.30161676542388,3,2,8,0,1,0,1,0,41.47061149684138,3,1,5,0
61,0,69799,3,67.87915120801345,0,1,5,2,0,0,1,1,24.70883880430413,3,4,2,1
67,1,95495,3,188.75893114541825,4,0,9,2,0,1,1,0,59.49877280332748,5,4,2,1
23,0,69740,0,51.82752716289399,3,1,4,0,1,1,1,0,18.703957711763152,3,5,1,0
38,0,103102,3,121.36654042836255,1,2,6,2,0,0,0,1,10.95986923034247,2,4,1,1
53,1,74375,0,140.30254091119323,3,2,6,0,0,0,0,1,6.274748337007323,3,3,5,1
54,0,134259,0,121.97615817516036,4,0,8,2,1,1,1,1,9.568050122638038,5,3,3,1
61,0,69799,3,67.87915120801345,0,1,5,2,0,0,1,1,24.70883880430413,3,4,2,1
61,1,139407,2,76.1388425208535,4,2,5,1,0,1,0,0,47.68321202727586,1,2,1,0
59,1,20454,3,195.2689536465537,2,0,5,1,1,1,1,1,17.00683947103258,4,4,4,1
49,1,69311,0,78.8226831281176,1,1,8,2,1,1,1,1,27.89391375517908,2,2,5,1
30,1,130655,2,126.83878071715262,0,0,5,0,0,1,0,0,50.71909354768908,1,4,4,0
64,0,121256,0,87.15500755906237,1,1,2,2,0,0,1,1,52.52621919117751,2,4,5,1
67,0,94300,3,76.16677965137659,4,2,8,2,1,1,1,0,15.781573157463413,5,5,4,1
64,1,39127,3,57.337595715147295,2,2,1,1,1,1,0,1,41.12402999720587,3,4,3,0
67,1,70734,3,99.82419512699364,3,0,3,2,1,0,1,0,54.10088729398429,3,2,5,0
19,0,59251,1,123.76636048920506,2,1,6,1,0,0,1,0,20.01029978439221,4,3,3,0
47,1,31938,3,43.849076099752345,3,2,3,0,1,1,1,0,59.7074067773838,2,4,5,1
68,1,126601,3,72.20481494271507,0,0,4,2,0,0,0,1,25.75292169280201,2,4,4,1
35,1,121002,3,180.63215151306244,1,2,5,0,1,0,1,0,15.644211920318275,4,1,1,0
53,1,111904,1,100.07811967144862,1,0,4,2,1,1,0,1,28.21399203256538,4,4,2,1
52,1,122629,2,93.23870007187595,3,2,5,2,1,0,1,1,23.49591235660169,3,3,1,0
23,0,99317,2,80.80880669366418,1,0,3,2,0,1,0,1,0.7490891523254795,1,1,2,1
55,0,96671,1,122.0302340504835,4,2,3,0,1,1,0,1,34.01814136272406,4,1,4,0
18,1,101549,3,74.7929028841897,3,1,3,1,0,1,1,1,0.2676916880271918,1,1,2,1
21,0,68501,3,46.85649538841608,4,0,3,2,0,1,0,0,27.606053811875192,4,5,1,1
32,0,78876,3,169.6905015151832,2,0,4,1,0,0,1,1,16.6324537070211,4,5,5,1
27,0,94031,3,137.91738737365029,0,2,2,0,0,0,1,1,1.904982771435535,3,4,1,1
64,0,46777,2,89.63506856013466,3,1,8,0,0,1,1,1,27.75634962783936,5,1,5,0
38,0,122086,1,69.17142980594818,0,1,4,1,1,0,0,0,36.90370942882782,2,3,5,0
62,1,116124,3,127.20117258067322,0,2,9,2,0,1,0,1,18.480202703142407,3,5,5,1
49,1,30057,1,117.68876200959916,2,1,5,0,0,0,1,1,46.28385647251803,2,1,3,1
46,0,78259,3,86.40379933977407,1,0,4,1,0,0,1,1,27.6304887591311,5,1,3,1
18,1,67145,2,72.42763915647441,0,1,3,1,1,1,0,0,22.762564297998825,4,1,2,0
43,0,116085,3,77.7315183190307,2,0,6,1,1,0,0,0,7.118831156018352,1,1,3,0
64,0,121256,0,87.15500755906237,1,1,2,2,0,0,1,1,52.52621919117751,2,4,5,1
33,0,105342,3,178.38055175590833,2,2,5,0,1,0,0,0,39.30977559462188,4,4,5,0
38,0,103102,3,121.36654042836255,1,2,6,2,0,0,0,1,10.95986923034247,2,4,1,1
55,1,118250,1,192.33446249948867,1,1,7,2,0,0,1,0,27.536980013121447,5,5,4,1
49,0,136794,2,13.016722317988217,2,2,8,1,1,0,1,0,44.64381512794584,3,2,2,0
37,0,134284,2,61.05553544335234,0,0,5,1,0,0,0,1,10.885754686122148,1,4,2,1
19,1,89300,2,161.04491346608322,3,0,3,0,1,0,0,1,47.513441148109486,2,4,3,0
18,0,126043,3,140.7383353882083,2,2,5,0,1,1,0,0,57.37497411872703,4,3,1,0
69,0,101500,3,40.84520606154881,3,0,9,0,1,1,0,1,8.696160119258,4,4,2,0
44,0,106597,3,150.42720623537676,1,0,7,1,1,1,0,1,35.36940274806766,2,1,4,0
60,1,81757,3,153.9636998994551,1,1,3,2,0,0,0,1,11.645289297717218,1,4,2,1
44,1,28582,3,63.813243015903645,0,1,7,1,0,1,1,0,26.034604639980536,2,4,4,0
61,0,60147,3,66.17067481519535,0,1,2,2,0,1,1,0,9.872375349800592,2,4,4,1
33,0,38473,3,80.65256460029279,2,1,4,1,1,0,0,0,11.989623796499046,3,5,5,0
38,1,108110,0,148.6314371711035,4,2,4,0,0,1,0,1,17.34865618342172,2,5,3,1
23,1,107630,2,95.54284391700442,3,1,2,2,0,0,0,0,52.39029178657072,4,4,5,0
40,0,33239,1,169.87213987320945,3,2,7,2,0,1,1,0,35.75012693965368,5,4,1,0
53,0,101003,2,71.26849051382052,3,0,1,2,0,0,0,0,21.967922577124213,1,3,3,0
59,0,138471,3,13.889778950491268,2,2,5,0,0,1,0,0,48.08229932964473,4,1,2,0
47,1,103678,2,92.090775226451,3,0,6,2,0,1,0,0,20.13890505167676,3,1,4,1
59,1,120681,1,182.4289298714216,1,2,1,2,1,0,1,1,14.469958961030317,3,2,5,1
52,1,125636,1,70.98893933504735,0,2,2,1,1,1,0,1,22.3137802236697,4,5,4,1
56,0,60299,3,77.52249628119871,4,2,1,2,0,0,1,1,19.83409397410555,2,1,5,1
27,0,44687,3,36.06496072652882,2,2,3,2,0,1,0,1,15.969415575410856,5,5,1,1
26,1,147643,3,101.66957851467669,1,2,5,1,0,1,0,1,10.465248089509542,5,4,4,1
49,1,47125,1,84.10893222747531,0,2,9,2,1,1,0,1,46.83190414017934,2,1,4,0
27,1,24045,3,16.312772162081274,4,2,1,2,1,0,0,0,57.06419914072057,5,5,5,0
33,0,89413,3,120.15876139173004,1,2,8,2,1,1,0,1,20.004069941446744,5,5,1,1
60,0,39596,3,16.831154358643346,1,0,7,0,1,0,0,1,22.54822637448236,5,4,5,0
53,1,102136,3,154.72946050731346,2,2,4,1,0,0,1,0,12.74638265093821,4,2,3,0
34,0,94230,2,24.33004985650457,1,2,7,1,1,1,0,0,11.165435196594691,3,1,1,0
40,1,82755,1,176.5884627116285,3,2,7,1,0,0,1,1,6.657771391379339,2,2,4,0
54,0,60570,3,75.59348189935854,1,2,4,0,1,0,0,1,43.52772681966661,4,2,1,0
67,1,117452,0,175.31373927611426,2,2,4,0,1,1,1,1,44.62754248091085,1,5,5,1
41,0,83737,3,106.69377117040008,0,1,6,2,0,0,1,0,48.68262293174676,3,4,5,0
44,0,116560,3,64.12520745173973,1,1,4,1,1,0,1,0,45.29659346178499,1,4,3,0
32,0,124333,1,199.7501521759893,4,0,9,0,0,1,1,0,11.8628119046728,2,1,1,0
53,0,136825,1,79.78008201556801,3,0,3,0,0,0,0,0,29.112741124033267,5,2,2,1
22,1,73912,2,198.4449157190955,2,2,3,2,0,0,0,1,3.233575570667917,1,5,4,1
22,1,121659,3,187.36948283263715,0,0,8,0,0,0,1,1,13.842779240091748,4,3,5,1
30,0,113286,3,93.24411341726828,3,2,9,0,1,1,1,1,8.670381919938613,4,4,4,1
36,0,48252,3,86.08839503145789,1,1,7,1,0,1,1,0,6.9615734766237285,4,4,4,1
25,1,149296,1,127.4639976715102,0,1,5,0,0,0,1,0,23.14634855400718,4,4,1,0
64,1,68238,3,77.13059392465505,2,0,1,0,1,1,0,1,23.252417686959504,2,4,4,1
64,0,147243,3,35.05018975807694,0,0,8,2,0,1,0,1,17.988337083444627,4,1,1,0
69,0,132180,3,37.662293891478015,3,2,3,2,0,1,1,0,30.15279748829514,3,2,1,0
69,0,145251,2,194.93351983684263,2,1,9,2,0,0,0,0,8.55595343703207,5,4,2,0
67,0,27263,2,111.1392572667732,3,2,4,0,1,0,1,1,0.0964663263862952,4,1,2,0
64,1,85559,3,92.162034925217,3,2,1,0,0,0,0,0,26.772777171399618,3,3,1,0
63,0,140124,1,65.08924962918799,1,1,4,2,1,0,0,1,17.13696126163647,4,1,2,0
54,0,92219,3,161.24861370972803,4,2,7,2,1,0,1,1,47.41376468698968,4,3,1,0
62,1,38724,1,96.58580041397435,0,0,9,1,0,0,0,1,48.055300292699705,1,1,2,0
21,1,94550,1,82.68534866940796,1,2,2,2,1,1,0,0,24.06071248363485,5,5,1,0
31,0,33733,2,24.29559190003533,3,0,2,1,1,0,0,1,50.53751960009723,4,4,3,0
20,0,112421,3,94.60947943642776,4,1,1,2,1,0,0,1,12.8756513143996,3,5,4,1
61,0,22836,3,115.77318652533872,1,2,1,2,1,1,1,0,8.59046726178641,5,3,2,0
55,1,118250,1,192.33446249948867,1,1,7,2,0,0,1,0,27.536980013121447,5,5,4,1
65,0,39551,2,71.16360917361501,3,1,3,2,0,0,0,1,27.075081457477005,2,5,1,0
40,1,97473,3,78.56671422359226,1,0,3,2,0,1,1,1,54.92951892489184,4,5,2,1
42,0,20864,1,31.26806065682991,1,2,5,0,0,0,0,0,10.560017517062024,1,3,1,0
35,0,133640,0,48.88467325776793,3,1,5,2,1,0,0,0,23.408163787315537,1,1,4,0
67,0,52485,2,171.09547026445418,3,2,7,2,0,0,0,1,2.9741280043373286,5,3,2,0
44,1,67956,3,153.7706146764834,3,0,4,2,0,1,0,0,57.9171810012558,1,5,4,1
19,1,69552,3,13.213182487555123,4,0,5,0,0,0,1,1,9.845117851219038,1,5,2,0
60,1,92277,2,165.16616183385608,3,1,5,0,1,1,0,0,31.57026939907849,1,5,3,0
29,0,86899,3,176.27064547453443,1,2,7,0,0,0,0,0,27.84380221151995,1,2,2,0
22,0,98764,3,186.8367561404457,3,2,8,2,0,0,0,0,46.666149160936,3,4,2,0
67,1,95495,3,188.75893114541825,4,0,9,2,0,1,1,0,59.49877280332748,5,4,2,1
69,0,136645,1,106.80482407459486,1,1,8,2,0,0,1,0,46.68516143138832,1,3,2,1
41,0,70528,3,103.53424056625164,4,1,4,0,1,0,0,0,38.37096866962934,1,1,5,1
42,0,60411,0,149.9074413558558,2,0,1,0,0,0,0,0,6.656397823593194,3,2,1,0
49,0,38406,1,178.64811905903645,2,2,5,2,1,1,1,1,1.3915760117684028,1,2,2,0
46,1,85346,0,123.0870670234081,0,1,1,2,0,0,0,1,19.70108321740546,1,1,1,0
67,0,75111,3,132.84366490107558,4,1,4,1,1,0,1,0,3.663373534822749,4,4,4,1
33,1,45795,3,144.57860393253458,1,0,4,0,0,1,0,1,35.349421840818906,5,3,2,1
37,1,56810,3,173.95151826472514,1,0,2,2,1,0,0,0,21.52934733090408,5,5,4,1
49,1,75161,3,98.72512019701442,2,2,8,0,0,1,1,1,12.029118622709316,4,2,5,1
65,0,34010,3,164.09565425797908,2,2,4,2,0,0,0,1,8.492395624132671,4,4,5,1
43,1,139813,3,132.17602953048572,3,1,3,2,0,1,1,0,3.690073451489717,2,2,2,1
28,1,40982,3,38.92535578137331,2,1,2,2,0,0,1,1,38.82148628497882,3,3,3,0
27,0,131036,0,54.31519254879403,0,1,8,2,1,0,1,1,5.834312367681365,3,3,2,0
53,1,111904,1,100.07811967144862,1,0,4,2,1,1,0,1,28.21399203256538,4,4,2,1
37,0,134284,2,61.05553544335234,0,0,5,1,0,0,0,1,10.885754686122148,1,4,2,1
53,1,118602,0,102.82772239309166,1,1,4,2,0,0,0,0,21.005649829598102,1,5,5,1
20,1,106717,2,105.3237203428924,2,0,5,1,1,1,1,0,17.525024114690993,3,2,3,1
59,0,95332,1,150.1839663227358,0,1,9,2,0,1,1,0,15.22211186381494,5,4,3,1
67,0,52717,2,72.29703458246388,2,0,8,2,0,0,1,1,4.254176173334551,5,2,4,1
24,0,107139,3,89.83556255864282,3,1,8,2,1,0,1,0,49.975428233786765,1,2,5,0
46,1,98910,1,168.7289377421239,0,0,7,1,0,1,1,0,4.284510288500556,4,1,1,1
67,0,126820,2,88.72604786648208,4,0,9,1,1,0,1,1,54.95729342513062,1,3,1,0
36,1,138770,1,144.64830870670096,4,0,5,2,0,1,1,1,52.444341630995226,4,1,4,1
25,0,142332,3,128.62678401718696,0,1,4,0,1,1,1,1,18.134661489276755,1,1,3,1
32,0,103493,2,44.55031062788119,4,1,2,2,1,1,1,1,47.86090484383425,2,2,2,0
41,1,122715,3,159.15599401116086,2,0,3,1,1,0,0,0,47.2977797640001,4,2,5,1
39,1,40620,1,26.98424650329792,4,0,8,1,0,0,0,0,47.29339638699464,2,1,1,0
33,1,45795,3,144.57860393253458,1,0,4,0,0,1,0,1,35.349421840818906,5,3,2,1
44,1,84953,3,28.56533302954801,4,1,3,2,1,0,1,0,49.826118188366,5,5,2,0
30,0,99128,2,68.70420104571224,3,1,7,1,1,0,0,0,14.82502157845634,3,5,4,0
64,0,28420,1,100.5750393197362,3,1,1,2,0,1,0,1,15.325780615077756,4,4,1,1
46,0,68142,2,120.44665928643184,0,1,1,0,0,1,0,1,41.38971443515289,5,4,2,0
37,1,129956,3,169.79980748113164,2,2,8,2,0,0,1,1,32.84283636908177,5,5,1,1
59,0,136675,3,114.08880407573844,2,2,4,0,1,1,0,0,1.4284820555864175,4,3,3,0
40,0,51442,1,20.10500187473941,2,1,9,0,1,0,0,1,4.046710757404426,2,4,2,0
53,1,35585,2,82.82803303792087,3,1,2,1,0,1,1,1,45.2314058824096,3,2,1,0
18,1,28621,3,133.33449889834787,3,1,8,2,0,0,1,0,44.58694962621099,1,4,3,0
27,1,142392,3,129.86177335968978,3,0,3,0,0,1,0,0,27.306529182374884,3,4,5,1
66,0,31297,1,94.2706973207178,1,1,3,2,1,0,1,1,54.04730785579164,2,5,2,0
35,1,144479,1,66.53658256378043,1,0,7,1,0,0,0,1,0.0325068268651862,3,4,5,0
46,1,98910,1,168.7289377421239,0,0,7,1,0,1,1,0,4.284510288500556,4,1,1,1
29,0,40842,3,175.03210146489857,0,1,2,2,0,0,0,1,49.429604235919015,4,3,4,0
25,1,94123,3,127.01283171620106,0,0,6,2,0,0,1,1,10.206500838040276,4,4,2,1
68,1,112192,3,62.300308674078806,4,2,8,0,0,1,1,1,41.81975087951522,5,5,5,1
37,1,126751,0,196.52881811977332,2,0,9,0,1,0,1,1,42.66816253981653,5,5,3,0
46,1,60825,3,61.75276854685941,3,1,4,1,1,0,1,1,13.85899722086208,5,4,2,1
65,1,35520,1,81.4998133360547,2,2,7,1,1,0,1,1,14.14031475677907,1,1,2,1
21,1,65952,3,100.05489703211109,4,0,4,0,0,0,0,1,7.412754152631473,2,5,1,0
57,1,25781,0,40.03402307918103,4,2,5,2,1,0,1,0,22.50614782856041,4,2,3,0
26,0,30427,1,13.00218481296463,2,2,3,2,1,1,1,0,44.36187238948166,3,3,4,1
22,1,73912,2,198.4449157190955,2,2,3,2,0,0,0,1,3.233575570667917,1,5,4,1
59,1,120681,1,182.4289298714216,1,2,1,2,1,0,1,1,14.469958961030317,3,2,5,1
61,1,115593,3,149.27156967594365,1,1,4,2,1,1,1,1,29.077455237194847,1,3,4,1
35,1,83380,3,27.829142002481408,1,0,3,0,1,0,1,1,43.52392853444247,2,5,4,0
21,1,57727,3,184.02815592607936,0,1,6,0,1,1,0,1,16.532615617248975,1,1,5,1
66,1,65207,1,121.37106384047831,1,1,7,1,0,1,1,0,50.18876480249667,1,5,1,0
48,1,61192,3,90.38420386243762,4,1,2,1,0,0,0,1,45.20630914994164,3,5,1,1
43,0,45368,3,197.68952072475253,2,0,3,2,1,1,0,0,51.176057302512575,2,1,3,0
63,0,111672,3,43.90707680325642,2,2,1,2,0,0,1,1,30.887367074454936,2,5,4,1
53,0,103361,3,91.29013239461976,3,1,7,0,1,0,1,0,21.49629336602221,4,3,5,0
40,0,47293,1,79.59858815745945,2,0,9,2,1,0,1,1,48.73134494075818,3,5,5,0
42,1,52609,3,70.10524481068958,1,0,5,1,0,0,1,0,12.687700273780658,2,4,5,0
59,1,149006,3,156.26111540181313,4,2,9,2,0,0,0,0,49.36253676902509,3,1,1,0
60,0,116321,0,74.40938980747987,1,0,4,0,0,0,1,1,13.332045972250445,1,2,3,1
61,0,70580,1,32.249642008227724,0,0,2,0,0,0,0,0,56.252935424392966,4,3,2,0
46,1,74785,3,59.54093140453144,4,2,2,1,0,1,0,0,46.76450187718029,3,3,2,0
29,1,136154,1,88.83253490332967,1,2,9,1,1,0,1,1,8.367503303125847,1,1,3,0
31,1,130898,3,81.66503074104037,2,0,5,0,0,0,1,0,50.94914631315407,2,3,5,1
60,1,147834,0,169.6932943511229,3,1,7,1,1,0,0,1,4.906903312295084,2,1,2,0
32,0,49158,2,182.21695940607364,2,0,8,0,1,0,0,0,43.06973662099151,5,1,1,0
32,0,77834,0,63.5425504869665,1,2,7,2,1,0,1,0,5.409782678051654,2,2,5,0
51,1,109676,3,172.2121284186738,2,2,2,2,1,0,1,1,15.025111643265484,3,5,1,1
59,1,120681,1,182.4289298714216,1,2,1,2,1,0,1,1,14.469958961030317,3,2,5,1
29,0,34295,3,162.25550865054805,0,2,1,2,0,1,1,0,49.40506212172756,2,4,3,0
19,1,116077,3,144.57308526261272,1,1,7,1,1,0,0,0,43.71939850420184,1,5,1,0
30,0,90857,3,137.35249357916632,3,1,2,1,0,0,1,0,3.9622289848694026,5,3,2,0
45,0,75974,0,160.89561479129142,3,1,2,2,0,0,1,1,47.94503979147573,5,1,5,1
24,1,141512,2,15.038654942698866,2,1,4,2,1,0,0,0,16.708130883472126,1,4,5,0
62,1,127875,0,62.25070163595127,4,0,1,0,1,0,0,1,13.301011219744748,3,2,3,0
29,1,115079,3,148.63018818327575,0,0,8,1,1,1,0,0,44.38504172359715,4,4,2,1
62,1,116124,3,127.20117258067322,0,2,9,2,0,1,0,1,18.480202703142407,3,5,5,1
60,1,51305,3,65.64814341173147,2,0,3,2,0,0,0,1,39.97128011403887,1,4,5,1
50,0,28016,3,90.71967577060066,4,2,1,2,0,0,1,0,10.487910762344152,1,3,1,0
33,0,89413,3,120.15876139173004,1,2,8,2,1,1,0,1,20.004069941446744,5,5,1,1
51,0,41323,2,49.91081232957677,3,2,7,2,0,0,1,0,50.49770273665936,2,4,3,0
51,1,67850,3,78.42907421636022,3,1,5,0,1,0,1,1,58.5511291577724,1,1,2,0
52,1,143420,2,176.78397933412256,4,2,5,2,0,0,0,1,43.65004405085768,3,3,3,0
